building_id,meter,timestamp,meter_reading
275,0,2016-01-03 00:00:00,82.86
275,0,2016-01-03 01:00:00,80.45
275,0,2016-01-03 02:00:00,90.82
275,0,2016-01-03 03:00:00,90.63
275,0,2016-01-03 04:00:00,92.51
275,0,2016-01-03 05:00:00,91.41
275,0,2016-01-03 06:00:00,91.03
275,0,2016-01-03 07:00:00,94.75
275,0,2016-01-03 08:00:00,93.05
275,0,2016-01-03 09:00:00,92.06
275,0,2016-01-03 10:00:00,92.0
275,0,2016-01-03 11:00:00,91.18
275,0,2016-01-03 12:00:00,92.21
275,0,2016-01-03 13:00:00,98.63
275,0,2016-01-03 14:00:00,102.7
275,0,2016-01-03 15:00:00,99.81
275,0,2016-01-03 16:00:00,100.07
275,0,2016-01-03 17:00:00,97.09
275,0,2016-01-03 18:00:00,95.6
275,0,2016-01-03 19:00:00,94.72
275,0,2016-01-03 20:00:00,90.45
275,0,2016-01-03 21:00:00,89.42
275,0,2016-01-03 22:00:00,89.74
275,0,2016-01-03 23:00:00,89.96
275,0,2016-01-04 00:00:00,83.9
275,0,2016-01-04 01:00:00,79.13
275,0,2016-01-04 02:00:00,87.51
275,0,2016-01-04 03:00:00,89.28
275,0,2016-01-04 04:00:00,89.89
275,0,2016-01-04 05:00:00,94.14
275,0,2016-01-04 06:00:00,99.55
275,0,2016-01-04 07:00:00,110.08
275,0,2016-01-04 08:00:00,130.29
275,0,2016-01-04 09:00:00,139.83
275,0,2016-01-04 10:00:00,151.07
275,0,2016-01-04 11:00:00,154.58
275,0,2016-01-04 12:00:00,153.86
275,0,2016-01-04 13:00:00,156.87
275,0,2016-01-04 14:00:00,157.22
275,0,2016-01-04 15:00:00,154.43
275,0,2016-01-04 16:00:00,147.9
275,0,2016-01-04 17:00:00,134.85
275,0,2016-01-04 18:00:00,125.45
275,0,2016-01-04 19:00:00,115.31
275,0,2016-01-04 20:00:00,113.23
275,0,2016-01-04 21:00:00,109.55
275,0,2016-01-04 22:00:00,105.5
275,0,2016-01-04 23:00:00,103.38
275,0,2016-01-05 00:00:00,94.19
275,0,2016-01-05 01:00:00,92.15
275,0,2016-01-05 02:00:00,100.6
275,0,2016-01-05 03:00:00,98.85
275,0,2016-01-05 04:00:00,94.25
275,0,2016-01-05 05:00:00,98.14
275,0,2016-01-05 06:00:00,102.42
275,0,2016-01-05 07:00:00,119.25
275,0,2016-01-05 08:00:00,126.97
275,0,2016-01-05 09:00:00,141.95
275,0,2016-01-05 10:00:00,149.43
275,0,2016-01-05 11:00:00,153.23
275,0,2016-01-05 12:00:00,155.5
275,0,2016-01-05 13:00:00,158.51
275,0,2016-01-05 14:00:00,163.82
275,0,2016-01-05 15:00:00,154.76
275,0,2016-01-05 16:00:00,150.54
275,0,2016-01-05 17:00:00,138.72
275,0,2016-01-05 18:00:00,125.08
275,0,2016-01-05 19:00:00,118.16
275,0,2016-01-05 20:00:00,111.93
275,0,2016-01-05 21:00:00,112.21
275,0,2016-01-05 22:00:00,112.05
275,0,2016-01-05 23:00:00,101.96
275,0,2016-01-06 00:00:00,93.82
275,0,2016-01-06 01:00:00,92.81
275,0,2016-01-06 02:00:00,103.54
275,0,2016-01-06 03:00:00,95.5
275,0,2016-01-06 04:00:00,95.9
275,0,2016-01-06 05:00:00,95.9
275,0,2016-01-06 06:00:00,102.41
275,0,2016-01-06 07:00:00,113.17
275,0,2016-01-06 08:00:00,127.95
275,0,2016-01-06 09:00:00,137.92
275,0,2016-01-06 10:00:00,147.38
275,0,2016-01-06 11:00:00,154.55
275,0,2016-01-06 12:00:00,161.62
275,0,2016-01-06 13:00:00,158.71
275,0,2016-01-06 14:00:00,158.84
275,0,2016-01-06 15:00:00,161.13
275,0,2016-01-06 16:00:00,157.4
275,0,2016-01-06 17:00:00,142.84
275,0,2016-01-06 18:00:00,127.59
275,0,2016-01-06 19:00:00,119.26
275,0,2016-01-06 20:00:00,114.2
275,0,2016-01-06 21:00:00,111.76
275,0,2016-01-06 22:00:00,106.97
275,0,2016-01-06 23:00:00,102.27
275,0,2016-01-07 00:00:00,95.37
275,0,2016-01-07 01:00:00,87.98
275,0,2016-01-07 02:00:00,98.5
275,0,2016-01-07 03:00:00,96.05
275,0,2016-01-07 04:00:00,95.82
275,0,2016-01-07 05:00:00,99.93
275,0,2016-01-07 06:00:00,104.87
275,0,2016-01-07 07:00:00,111.62
275,0,2016-01-07 08:00:00,127.15
275,0,2016-01-07 09:00:00,137.25
275,0,2016-01-07 10:00:00,144.15
275,0,2016-01-07 11:00:00,146.81
275,0,2016-01-07 12:00:00,149.72
275,0,2016-01-07 13:00:00,145.52
275,0,2016-01-07 14:00:00,150.1
275,0,2016-01-07 15:00:00,150.98
275,0,2016-01-07 16:00:00,147.63
275,0,2016-01-07 17:00:00,132.84
275,0,2016-01-07 18:00:00,120.97
275,0,2016-01-07 19:00:00,104.66
275,0,2016-01-07 20:00:00,106.65
275,0,2016-01-07 21:00:00,109.08
275,0,2016-01-07 22:00:00,107.26
275,0,2016-01-07 23:00:00,107.98
275,0,2016-01-08 00:00:00,101.56
275,0,2016-01-08 01:00:00,100.97
275,0,2016-01-08 02:00:00,111.11
275,0,2016-01-08 03:00:00,102.01
275,0,2016-01-08 04:00:00,98.52
275,0,2016-01-08 05:00:00,103.12
275,0,2016-01-08 06:00:00,105.72
275,0,2016-01-08 07:00:00,119.33
275,0,2016-01-08 08:00:00,126.74
275,0,2016-01-08 09:00:00,131.78
275,0,2016-01-08 10:00:00,138.56
275,0,2016-01-08 11:00:00,142.57
275,0,2016-01-08 12:00:00,141.98
275,0,2016-01-08 13:00:00,142.06
275,0,2016-01-08 14:00:00,142.51
275,0,2016-01-08 15:00:00,146.26
275,0,2016-01-08 16:00:00,146.09
275,0,2016-01-08 17:00:00,134.71
275,0,2016-01-08 18:00:00,117.36
275,0,2016-01-08 19:00:00,109.98
275,0,2016-01-08 20:00:00,106.86
275,0,2016-01-08 21:00:00,106.36
275,0,2016-01-08 22:00:00,106.71
275,0,2016-01-08 23:00:00,103.95
275,0,2016-01-09 00:00:00,92.34
275,0,2016-01-09 01:00:00,91.5
275,0,2016-01-09 02:00:00,100.69
275,0,2016-01-09 03:00:00,101.57
275,0,2016-01-09 04:00:00,105.02
275,0,2016-01-09 05:00:00,121.29
275,0,2016-01-09 06:00:00,129.18
275,0,2016-01-09 07:00:00,127.65
275,0,2016-01-09 08:00:00,130.85
275,0,2016-01-09 09:00:00,133.15
275,0,2016-01-09 10:00:00,130.78
275,0,2016-01-09 11:00:00,120.51
275,0,2016-01-09 12:00:00,106.61
275,0,2016-01-09 13:00:00,107.04
275,0,2016-01-09 14:00:00,109.37
275,0,2016-01-09 15:00:00,102.65
275,0,2016-01-09 16:00:00,105.22
275,0,2016-01-09 17:00:00,104.23
275,0,2016-01-09 18:00:00,99.95
275,0,2016-01-09 19:00:00,95.56
275,0,2016-01-09 20:00:00,96.88
275,0,2016-01-09 21:00:00,96.94
275,0,2016-01-09 22:00:00,95.86
275,0,2016-01-09 23:00:00,99.02
275,0,2016-01-10 00:00:00,92.56
275,0,2016-01-10 01:00:00,96.24
275,0,2016-01-10 02:00:00,102.91
275,0,2016-01-10 03:00:00,122.54
275,0,2016-01-10 04:00:00,121.84
275,0,2016-01-10 05:00:00,125.33
275,0,2016-01-10 06:00:00,123.77
275,0,2016-01-10 07:00:00,123.11
275,0,2016-01-10 08:00:00,125.41
275,0,2016-01-10 09:00:00,119.99
275,0,2016-01-10 10:00:00,118.36
275,0,2016-01-10 11:00:00,117.55
275,0,2016-01-10 12:00:00,100.39
275,0,2016-01-10 13:00:00,91.58
275,0,2016-01-10 14:00:00,93.5
275,0,2016-01-10 15:00:00,92.25
275,0,2016-01-10 16:00:00,92.58
275,0,2016-01-10 17:00:00,92.61
275,0,2016-01-10 18:00:00,93.81
275,0,2016-01-10 19:00:00,94.76
275,0,2016-01-10 20:00:00,97.2
275,0,2016-01-10 21:00:00,94.44
275,0,2016-01-10 22:00:00,97.38
275,0,2016-01-10 23:00:00,97.73
275,0,2016-01-11 00:00:00,94.26
275,0,2016-01-11 01:00:00,98.78
275,0,2016-01-11 02:00:00,117.11
275,0,2016-01-11 03:00:00,123.64
275,0,2016-01-11 04:00:00,127.86
275,0,2016-01-11 05:00:00,125.63
275,0,2016-01-11 06:00:00,134.25
275,0,2016-01-11 07:00:00,144.06
275,0,2016-01-11 08:00:00,159.47
275,0,2016-01-11 09:00:00,161.03
275,0,2016-01-11 10:00:00,157.05
275,0,2016-01-11 11:00:00,147.16
275,0,2016-01-11 12:00:00,151.5
275,0,2016-01-11 13:00:00,150.62
275,0,2016-01-11 14:00:00,160.48
275,0,2016-01-11 15:00:00,171.32
275,0,2016-01-11 16:00:00,171.26
275,0,2016-01-11 17:00:00,151.41
275,0,2016-01-11 18:00:00,127.51
275,0,2016-01-11 19:00:00,111.94
275,0,2016-01-11 20:00:00,110.69
275,0,2016-01-11 21:00:00,108.34
275,0,2016-01-11 22:00:00,107.15
275,0,2016-01-11 23:00:00,102.12
275,0,2016-01-12 00:00:00,96.84
275,0,2016-01-12 01:00:00,99.81
275,0,2016-01-12 02:00:00,104.18
275,0,2016-01-12 03:00:00,108.7
275,0,2016-01-12 04:00:00,125.0
275,0,2016-01-12 05:00:00,127.7
275,0,2016-01-12 06:00:00,133.76
275,0,2016-01-12 07:00:00,147.88
275,0,2016-01-12 08:00:00,152.19
275,0,2016-01-12 09:00:00,159.46
275,0,2016-01-12 10:00:00,152.92
275,0,2016-01-12 11:00:00,146.12
275,0,2016-01-12 12:00:00,156.29
275,0,2016-01-12 13:00:00,156.01
275,0,2016-01-12 14:00:00,165.82
275,0,2016-01-12 15:00:00,172.32
275,0,2016-01-12 16:00:00,171.82
275,0,2016-01-12 17:00:00,158.12
275,0,2016-01-12 18:00:00,137.43
275,0,2016-01-12 19:00:00,122.4
275,0,2016-01-12 20:00:00,115.53
275,0,2016-01-12 21:00:00,111.94
275,0,2016-01-12 22:00:00,107.5
275,0,2016-01-12 23:00:00,102.52
275,0,2016-01-13 00:00:00,97.41
275,0,2016-01-13 01:00:00,100.2
275,0,2016-01-13 02:00:00,105.9
275,0,2016-01-13 03:00:00,97.14
275,0,2016-01-13 04:00:00,98.68
275,0,2016-01-13 05:00:00,102.57
275,0,2016-01-13 06:00:00,125.78
275,0,2016-01-13 07:00:00,136.19
275,0,2016-01-13 08:00:00,152.88
275,0,2016-01-13 09:00:00,144.95
275,0,2016-01-13 10:00:00,143.34
275,0,2016-01-13 11:00:00,148.1
275,0,2016-01-13 12:00:00,153.98
275,0,2016-01-13 13:00:00,165.3
275,0,2016-01-13 14:00:00,171.59
275,0,2016-01-13 15:00:00,175.72
275,0,2016-01-13 16:00:00,172.99
275,0,2016-01-13 17:00:00,163.24
275,0,2016-01-13 18:00:00,135.99
275,0,2016-01-13 19:00:00,124.64
275,0,2016-01-13 20:00:00,117.1
275,0,2016-01-13 21:00:00,119.73
275,0,2016-01-13 22:00:00,112.6
275,0,2016-01-13 23:00:00,108.84
275,0,2016-01-14 00:00:00,99.67
275,0,2016-01-14 01:00:00,98.71
275,0,2016-01-14 02:00:00,107.84
275,0,2016-01-14 03:00:00,105.32
275,0,2016-01-14 04:00:00,102.13
275,0,2016-01-14 05:00:00,103.6
275,0,2016-01-14 06:00:00,110.71
275,0,2016-01-14 07:00:00,120.35
275,0,2016-01-14 08:00:00,130.24
275,0,2016-01-14 09:00:00,141.82
275,0,2016-01-14 10:00:00,146.61
275,0,2016-01-14 11:00:00,149.09
275,0,2016-01-14 12:00:00,154.97
275,0,2016-01-14 13:00:00,165.69
275,0,2016-01-14 14:00:00,172.16
275,0,2016-01-14 15:00:00,170.14
275,0,2016-01-14 16:00:00,160.9
275,0,2016-01-14 17:00:00,150.55
275,0,2016-01-14 18:00:00,131.25
275,0,2016-01-14 19:00:00,121.02
275,0,2016-01-14 20:00:00,118.94
275,0,2016-01-14 21:00:00,116.06
275,0,2016-01-14 22:00:00,108.38
275,0,2016-01-14 23:00:00,103.88
275,0,2016-01-15 00:00:00,96.45
275,0,2016-01-15 01:00:00,92.81
275,0,2016-01-15 02:00:00,101.45
275,0,2016-01-15 03:00:00,96.95
275,0,2016-01-15 04:00:00,99.08
275,0,2016-01-15 05:00:00,103.71
275,0,2016-01-15 06:00:00,109.63
275,0,2016-01-15 07:00:00,131.09
275,0,2016-01-15 08:00:00,143.54
275,0,2016-01-15 09:00:00,137.97
275,0,2016-01-15 10:00:00,141.51
275,0,2016-01-15 11:00:00,143.72
275,0,2016-01-15 12:00:00,142.47
275,0,2016-01-15 13:00:00,144.33
275,0,2016-01-15 14:00:00,147.66
275,0,2016-01-15 15:00:00,144.38
275,0,2016-01-15 16:00:00,146.67
275,0,2016-01-15 17:00:00,136.75
275,0,2016-01-15 18:00:00,120.92
275,0,2016-01-15 19:00:00,111.28
275,0,2016-01-15 20:00:00,108.22
275,0,2016-01-15 21:00:00,106.04
275,0,2016-01-15 22:00:00,105.72
275,0,2016-01-15 23:00:00,104.59
275,0,2016-01-16 00:00:00,96.92
275,0,2016-01-16 01:00:00,96.74
275,0,2016-01-16 02:00:00,98.45
275,0,2016-01-16 03:00:00,99.61
275,0,2016-01-16 04:00:00,100.4
275,0,2016-01-16 05:00:00,104.55
275,0,2016-01-16 06:00:00,126.72
275,0,2016-01-16 07:00:00,126.72
275,0,2016-01-16 08:00:00,123.05
275,0,2016-01-16 09:00:00,126.96
275,0,2016-01-16 10:00:00,122.45
275,0,2016-01-16 11:00:00,107.82
275,0,2016-01-16 12:00:00,98.82
275,0,2016-01-16 13:00:00,101.2
275,0,2016-01-16 14:00:00,101.75
275,0,2016-01-16 15:00:00,96.73
275,0,2016-01-16 16:00:00,94.61
275,0,2016-01-16 17:00:00,91.43
275,0,2016-01-16 18:00:00,94.11
275,0,2016-01-16 19:00:00,93.79
275,0,2016-01-16 20:00:00,94.26
275,0,2016-01-16 21:00:00,95.3
275,0,2016-01-16 22:00:00,94.13
275,0,2016-01-16 23:00:00,95.31
275,0,2016-01-17 00:00:00,86.84
275,0,2016-01-17 01:00:00,86.45
275,0,2016-01-17 02:00:00,97.13
275,0,2016-01-17 03:00:00,100.5
275,0,2016-01-17 04:00:00,98.53
275,0,2016-01-17 05:00:00,99.17
275,0,2016-01-17 06:00:00,104.66
275,0,2016-01-17 07:00:00,114.49
275,0,2016-01-17 08:00:00,121.06
275,0,2016-01-17 09:00:00,119.53
275,0,2016-01-17 10:00:00,108.31
275,0,2016-01-17 11:00:00,100.36
275,0,2016-01-17 12:00:00,95.62
275,0,2016-01-17 13:00:00,96.24
275,0,2016-01-17 14:00:00,100.29
275,0,2016-01-17 15:00:00,110.23
275,0,2016-01-17 16:00:00,115.63
275,0,2016-01-17 17:00:00,108.0
275,0,2016-01-17 18:00:00,105.86
275,0,2016-01-17 19:00:00,102.01
275,0,2016-01-17 20:00:00,103.36
275,0,2016-01-17 21:00:00,98.01
275,0,2016-01-17 22:00:00,99.53
275,0,2016-01-17 23:00:00,95.39
275,0,2016-01-18 00:00:00,89.13
275,0,2016-01-18 01:00:00,89.6
275,0,2016-01-18 02:00:00,95.75
275,0,2016-01-18 03:00:00,99.0
275,0,2016-01-18 04:00:00,101.13
275,0,2016-01-18 05:00:00,102.36
275,0,2016-01-18 06:00:00,104.13
275,0,2016-01-18 07:00:00,106.21
275,0,2016-01-18 08:00:00,106.96
275,0,2016-01-18 09:00:00,104.17
275,0,2016-01-18 10:00:00,103.23
275,0,2016-01-18 11:00:00,103.33
275,0,2016-01-18 12:00:00,101.52
275,0,2016-01-18 13:00:00,104.2
275,0,2016-01-18 14:00:00,110.77
275,0,2016-01-18 15:00:00,113.82
275,0,2016-01-18 16:00:00,110.1
275,0,2016-01-18 17:00:00,108.18
275,0,2016-01-18 18:00:00,106.98
275,0,2016-01-18 19:00:00,102.51
275,0,2016-01-18 20:00:00,98.88
275,0,2016-01-18 21:00:00,98.72
275,0,2016-01-18 22:00:00,99.6
275,0,2016-01-18 23:00:00,101.97
275,0,2016-01-19 00:00:00,92.11
275,0,2016-01-19 01:00:00,89.7
275,0,2016-01-19 02:00:00,95.0
275,0,2016-01-19 03:00:00,96.57
275,0,2016-01-19 04:00:00,96.44
275,0,2016-01-19 05:00:00,104.03
275,0,2016-01-19 06:00:00,107.32
275,0,2016-01-19 07:00:00,130.77
275,0,2016-01-19 08:00:00,140.97
275,0,2016-01-19 09:00:00,136.48
275,0,2016-01-19 10:00:00,144.25
275,0,2016-01-19 11:00:00,147.16
275,0,2016-01-19 12:00:00,154.56
275,0,2016-01-19 13:00:00,157.49
275,0,2016-01-19 14:00:00,164.56
275,0,2016-01-19 15:00:00,170.27
275,0,2016-01-19 16:00:00,168.22
275,0,2016-01-19 17:00:00,153.76
275,0,2016-01-19 18:00:00,128.33
275,0,2016-01-19 19:00:00,119.1
275,0,2016-01-19 20:00:00,115.65
275,0,2016-01-19 21:00:00,115.58
275,0,2016-01-19 22:00:00,109.1
275,0,2016-01-19 23:00:00,109.08
275,0,2016-01-20 00:00:00,98.03
275,0,2016-01-20 01:00:00,83.64
275,0,2016-01-20 02:00:00,92.78
275,0,2016-01-20 03:00:00,94.39
275,0,2016-01-20 04:00:00,96.03
275,0,2016-01-20 05:00:00,95.07
275,0,2016-01-20 06:00:00,102.89
275,0,2016-01-20 07:00:00,114.02
275,0,2016-01-20 08:00:00,131.89
275,0,2016-01-20 09:00:00,141.25
275,0,2016-01-20 10:00:00,149.12
275,0,2016-01-20 11:00:00,159.53
275,0,2016-01-20 12:00:00,165.56
275,0,2016-01-20 13:00:00,164.79
275,0,2016-01-20 14:00:00,170.94
275,0,2016-01-20 15:00:00,171.04
275,0,2016-01-20 16:00:00,170.38
275,0,2016-01-20 17:00:00,156.8
275,0,2016-01-20 18:00:00,132.13
275,0,2016-01-20 19:00:00,122.84
275,0,2016-01-20 20:00:00,118.07
275,0,2016-01-20 21:00:00,116.27
275,0,2016-01-20 22:00:00,111.69
275,0,2016-01-20 23:00:00,111.52
275,0,2016-01-21 00:00:00,97.32
275,0,2016-01-21 01:00:00,94.2
275,0,2016-01-21 02:00:00,97.4
275,0,2016-01-21 03:00:00,96.94
275,0,2016-01-21 04:00:00,96.85
275,0,2016-01-21 05:00:00,96.72
275,0,2016-01-21 06:00:00,100.97
275,0,2016-01-21 07:00:00,112.53
275,0,2016-01-21 08:00:00,130.18
275,0,2016-01-21 09:00:00,141.1
275,0,2016-01-21 10:00:00,152.54
275,0,2016-01-21 11:00:00,159.38
275,0,2016-01-21 12:00:00,164.58
275,0,2016-01-21 13:00:00,165.07
275,0,2016-01-21 14:00:00,169.2
275,0,2016-01-21 15:00:00,169.46
275,0,2016-01-21 16:00:00,161.03
275,0,2016-01-21 17:00:00,149.4
275,0,2016-01-21 18:00:00,134.98
275,0,2016-01-21 19:00:00,122.83
275,0,2016-01-21 20:00:00,121.39
275,0,2016-01-21 21:00:00,120.87
275,0,2016-01-21 22:00:00,115.1
275,0,2016-01-21 23:00:00,107.96
275,0,2016-01-22 00:00:00,98.48
275,0,2016-01-22 01:00:00,96.15
275,0,2016-01-22 02:00:00,100.78
275,0,2016-01-22 03:00:00,97.26
275,0,2016-01-22 04:00:00,98.93
275,0,2016-01-22 05:00:00,101.75
275,0,2016-01-22 06:00:00,105.36
275,0,2016-01-22 07:00:00,119.1
275,0,2016-01-22 08:00:00,130.73
275,0,2016-01-22 09:00:00,139.63
275,0,2016-01-22 10:00:00,154.52
275,0,2016-01-22 11:00:00,158.75
275,0,2016-01-22 12:00:00,164.44
275,0,2016-01-22 13:00:00,165.14
275,0,2016-01-22 14:00:00,169.8
275,0,2016-01-22 15:00:00,173.73
275,0,2016-01-22 16:00:00,167.24
275,0,2016-01-22 17:00:00,151.1
275,0,2016-01-22 18:00:00,131.65
275,0,2016-01-22 19:00:00,125.03
275,0,2016-01-22 20:00:00,119.69
275,0,2016-01-22 21:00:00,120.12
275,0,2016-01-22 22:00:00,117.58
275,0,2016-01-22 23:00:00,114.28
275,0,2016-01-23 00:00:00,102.71
275,0,2016-01-23 01:00:00,90.21
275,0,2016-01-23 02:00:00,94.06
275,0,2016-01-23 03:00:00,96.88
275,0,2016-01-23 04:00:00,95.33
275,0,2016-01-23 05:00:00,96.45
275,0,2016-01-23 06:00:00,97.94
275,0,2016-01-23 07:00:00,101.79
275,0,2016-01-23 08:00:00,101.92
275,0,2016-01-23 09:00:00,101.51
275,0,2016-01-23 10:00:00,104.63
275,0,2016-01-23 11:00:00,110.6
275,0,2016-01-23 12:00:00,111.06
275,0,2016-01-23 13:00:00,111.34
275,0,2016-01-23 14:00:00,114.85
275,0,2016-01-23 15:00:00,112.07
275,0,2016-01-23 16:00:00,107.21
275,0,2016-01-23 17:00:00,102.38
275,0,2016-01-23 18:00:00,99.53
275,0,2016-01-23 19:00:00,99.77
275,0,2016-01-23 20:00:00,100.45
275,0,2016-01-23 21:00:00,100.21
275,0,2016-01-23 22:00:00,98.44
275,0,2016-01-23 23:00:00,95.48
275,0,2016-01-24 00:00:00,82.83
275,0,2016-01-24 01:00:00,81.66
275,0,2016-01-24 02:00:00,95.18
275,0,2016-01-24 03:00:00,96.49
275,0,2016-01-24 04:00:00,98.11
275,0,2016-01-24 05:00:00,99.1
275,0,2016-01-24 06:00:00,98.54
275,0,2016-01-24 07:00:00,100.7
275,0,2016-01-24 08:00:00,99.15
275,0,2016-01-24 09:00:00,100.49
275,0,2016-01-24 10:00:00,96.3
275,0,2016-01-24 11:00:00,95.82
275,0,2016-01-24 12:00:00,96.35
275,0,2016-01-24 13:00:00,93.78
275,0,2016-01-24 14:00:00,99.1
275,0,2016-01-24 15:00:00,110.64
275,0,2016-01-24 16:00:00,113.92
275,0,2016-01-24 17:00:00,109.27
275,0,2016-01-24 18:00:00,104.6
275,0,2016-01-24 19:00:00,100.95
275,0,2016-01-24 20:00:00,100.54
275,0,2016-01-24 21:00:00,96.95
275,0,2016-01-24 22:00:00,95.57
275,0,2016-01-24 23:00:00,95.34
275,0,2016-01-25 00:00:00,85.4
275,0,2016-01-25 01:00:00,86.33
275,0,2016-01-25 02:00:00,96.69
275,0,2016-01-25 03:00:00,96.86
275,0,2016-01-25 04:00:00,98.67
275,0,2016-01-25 05:00:00,100.76
275,0,2016-01-25 06:00:00,107.31
275,0,2016-01-25 07:00:00,117.66
275,0,2016-01-25 08:00:00,133.07
275,0,2016-01-25 09:00:00,138.69
275,0,2016-01-25 10:00:00,151.77
275,0,2016-01-25 11:00:00,160.98
275,0,2016-01-25 12:00:00,167.66
275,0,2016-01-25 13:00:00,169.32
275,0,2016-01-25 14:00:00,171.75
275,0,2016-01-25 15:00:00,177.19
275,0,2016-01-25 16:00:00,172.32
275,0,2016-01-25 17:00:00,155.96
275,0,2016-01-25 18:00:00,133.49
275,0,2016-01-25 19:00:00,118.38
275,0,2016-01-25 20:00:00,115.35
275,0,2016-01-25 21:00:00,116.87
275,0,2016-01-25 22:00:00,111.39
275,0,2016-01-25 23:00:00,106.66
275,0,2016-01-26 00:00:00,95.36
275,0,2016-01-26 01:00:00,90.13
275,0,2016-01-26 02:00:00,96.76
275,0,2016-01-26 03:00:00,97.13
275,0,2016-01-26 04:00:00,97.82
275,0,2016-01-26 05:00:00,101.57
275,0,2016-01-26 06:00:00,109.33
275,0,2016-01-26 07:00:00,116.89
275,0,2016-01-26 08:00:00,135.19
275,0,2016-01-26 09:00:00,143.68
275,0,2016-01-26 10:00:00,152.24
275,0,2016-01-26 11:00:00,159.08
275,0,2016-01-26 12:00:00,167.12
275,0,2016-01-26 13:00:00,165.83
275,0,2016-01-26 14:00:00,170.14
275,0,2016-01-26 15:00:00,174.92
275,0,2016-01-26 16:00:00,176.35
275,0,2016-01-26 17:00:00,159.59
275,0,2016-01-26 18:00:00,136.54
275,0,2016-01-26 19:00:00,124.19
275,0,2016-01-26 20:00:00,118.92
275,0,2016-01-26 21:00:00,118.06
275,0,2016-01-26 22:00:00,111.6
275,0,2016-01-26 23:00:00,105.93
275,0,2016-01-27 00:00:00,91.01
275,0,2016-01-27 01:00:00,86.48
275,0,2016-01-27 02:00:00,98.2
275,0,2016-01-27 03:00:00,96.17
275,0,2016-01-27 04:00:00,98.74
275,0,2016-01-27 05:00:00,100.24
275,0,2016-01-27 06:00:00,104.42
275,0,2016-01-27 07:00:00,119.55
275,0,2016-01-27 08:00:00,131.0
275,0,2016-01-27 09:00:00,143.34
275,0,2016-01-27 10:00:00,154.41
275,0,2016-01-27 11:00:00,157.3
275,0,2016-01-27 12:00:00,164.01
275,0,2016-01-27 13:00:00,165.47
275,0,2016-01-27 14:00:00,173.05
275,0,2016-01-27 15:00:00,179.1
275,0,2016-01-27 16:00:00,178.73
275,0,2016-01-27 17:00:00,161.83
275,0,2016-01-27 18:00:00,141.27
275,0,2016-01-27 19:00:00,124.24
275,0,2016-01-27 20:00:00,119.79
275,0,2016-01-27 21:00:00,121.43
275,0,2016-01-27 22:00:00,117.87
275,0,2016-01-27 23:00:00,113.05
275,0,2016-01-28 00:00:00,99.52
275,0,2016-01-28 01:00:00,95.58
275,0,2016-01-28 02:00:00,99.73
275,0,2016-01-28 03:00:00,99.81
275,0,2016-01-28 04:00:00,99.26
275,0,2016-01-28 05:00:00,101.33
275,0,2016-01-28 06:00:00,106.82
275,0,2016-01-28 07:00:00,113.89
275,0,2016-01-28 08:00:00,130.49
275,0,2016-01-28 09:00:00,142.08
275,0,2016-01-28 10:00:00,152.6
275,0,2016-01-28 11:00:00,161.68
275,0,2016-01-28 12:00:00,165.82
275,0,2016-01-28 13:00:00,166.95
275,0,2016-01-28 14:00:00,172.6
275,0,2016-01-28 15:00:00,177.89
